Speaker name,Category/topic tags,State,Notes
Bri Lee,Business; Diversity & Inclusion; Leadership; Politics & Law,NSW (Sydney),Gender: Female
Brian Goorjian,Celebrity; Leadership; Motivational; Sport; Team Building,VIC,Gender: Male
Brian Greedy,Business,WA (Perth),Gender: Male
Brian Haratsis,"Economy & Finance; Intergenerational Influencers; Social Trends & Current Affairs; Technology, Future & Innovation",VIC,Gender: Male
Brian Nankervis,Virtual,VIC (Melbourne),Gender: Male
Brian Ritchie,Celebrity,ACT; TAS (Canberra; Hobart),Gender: Male
Brian Shields,Master of Ceremonies (MCs) & Hosts; Sport; Team Building,WA (Perth),Gender: Male
Brian Walker,"Advertising & Marketing; Business; Leadership; Team Building; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Brigitte Duclos,Celebrity; Master of Ceremonies (MCs) & Hosts,VIC,Gender: Female
Brihony Dawson,Diversity & Inclusion; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Female
Briony Benjamin,Advertising & Marketing; Creativity & Innovation; Environment & Climate Change; Inspirational; Resilience; Storytelling,QLD (Gold Coast),Gender: Female
Brittany Baldwin,Business; Leadership; Motivational,QLD (Gold Coast),Gender: Female
Brodie Kane,Leadership; Media; Mental Health & Wellness; Storytelling,New Zealand (Auckland),Gender: Female
Bron Lewis,,VIC (Melbourne),Gender: Female
Brooke Blurton,Celebrity; Diversity & Inclusion; Indigenous Speakers; Inspirational; Mental Health & Wellness; Resilience,VIC (Melbourne),Gender: Female
Brooke Boney,Indigenous Speakers; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Female
Brooke Hanson OLY OAM,"Celebrity; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; Motivational; Sport; Virtual",QLD (Gold Coast),Gender: Female
Brooke Howard-Smith,"Business; Leadership; Technology, Future & Innovation",New Zealand (Auckland),Gender: Male
Brooke McIntosh,"Health, Lifestyle & Wellbeing; Inspirational; Leadership; Mental Health & Wellness; Motivational",WA (Perth),Gender: Female
Bryan Dawe,Master of Ceremonies (MCs) & Hosts; Storytelling,VIC (Melbourne),Gender: Male
Bryan Krekel,"AI; Business; Technology, Future & Innovation",International (USA),Gender: Male
Caitlin Bassett,Inspirational; Leadership; Mental Health & Wellness; Sport,NSW (Sydney),Gender: Female
Caleb Gardner,"Business; Leadership; Politics & Law; Technology, Future & Innovation",International (USA),Gender: Male
Caleb Rixon,Diversity & Inclusion; Inspirational; Motivational; Resilience; Storytelling,VIC (Melbourne),Gender: Male
Callum Hann,"Food & Wine; Health, Lifestyle & Wellbeing",SA (Adelaide),Gender: Male
Cam Greenwood,"Creativity & Innovation; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Social Trends & Current Affairs",VIC,Gender: Male
Cam Sullings,Master of Ceremonies (MCs) & Hosts; Virtual,ACT (Canberra),Gender: Male
Cameron Baud,Master of Ceremonies (MCs) & Hosts; Media; Storytelling,VIC (Melbourne),Gender: Male
Cameron Daddo,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Cameron Schwab,Leadership; Motivational; Sport; Team Building,VIC (Melbourne),Gender: Male
Cameron Williams,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Camilla Thompson,"Business; Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Motivational; People & Culture",NSW (Sydney),Gender: Female
Campbell Johnstone,Diversity & Inclusion; Leadership; Mental Health & Wellness; Resilience; Sport,New Zealand (Auckland),Gender: Male
Campbell Macpherson,"Advertising & Marketing; Business; Health, Lifestyle & Wellbeing; Leadership; Resilience; Virtual",International (UK),Gender: Male
Candice Harvey,Business; Motivational; People & Culture; Team Building,QLD (Brisbane),Gender: Female
Candice Warner,Celebrity; Inspirational; Motivational; Resilience; Sport,NSW (Sydney),Gender: Female
Candy Hertz,Education; Social Media & Networking; Social Trends & Current Affairs,VIC,Gender: Female
Canna Campbell,Business; Economy & Finance; Intergenerational Influencers; Motivational; Social Media & Networking,NSW (Sydney),Gender: Female
Captain Deborah Lawrie AM,After Dinner Speakers; Inspirational; Leadership; Motivational; Resilience,NSW (Sydney),Gender: Female
"Captain Mona Shindy, CSC",Business; Diversity & Inclusion; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; People & Culture; Resilience,ACT; NSW (Canberra; Sydney),Gender: Female
Carly Findlay OAM,Diversity & Inclusion; Resilience,VIC (Melbourne),Gender: Female
Carmem Domingues,"AI; Business; Leadership; Technology, Future & Innovation",International (USA),Gender: Female
Carol Cooke AM PLY,Business; Motivational; Sport,VIC (Melbourne),Gender: Female
Carolyn Creswell,Business; Inspirational; Leadership; People & Culture; Team Building,VIC (Melbourne),Gender: Female
Carolyn Miller,Advertising & Marketing; Business; Celebrity; Creativity & Innovation; Leadership; Master of Ceremonies (MCs) & Hosts; Media; Social Media & Networking; Virtual,NSW (Sydney),Gender: Female
Carren Smith,Business; Inspirational; Leadership; People & Culture; Team Building,QLD (Brisbane),Gender: Female
Cas & Jonesy,Adventurers; Inspirational; Motivational,TAS (Hobart),Gender: Male
Casey Beros,"Celebrity; Education; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Motivational",WA (Perth),Gender: Female
Casey Burgess,Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Casey Dellacqua,,,Gender: Female
Casey Donovan,Diversity & Inclusion; Indigenous Speakers; Inspirational,NSW (Sydney),Gender: Female
Cassie Kozyrkov,"AI; Business; Leadership; Technology, Future & Innovation",International (USA),Gender: Female
Cassie Silver,Business; Inspirational; Master of Ceremonies (MCs) & Hosts; Media,WA (Perth),Gender: Female
Cat Matson,"Business; Leadership; Technology, Future & Innovation",QLD (Brisbane),Gender: Female
Cate Campbell OAM,Sport,QLD (Brisbane),Gender: Female
Catherine  Saxelby,"Food & Wine; Health, Lifestyle & Wellbeing",NSW,Gender: Female
Catherine DeVrye,After Dinner Speakers; Business; Inspirational; Leadership; Motivational,NSW (Sydney),Gender: Female
Catherine Marriott OAM,Business; Environment & Climate Change; Leadership; Sustainability,VIC (Yarrawonga),Gender: Female
Catherine Molloy,Business; Leadership; Virtual,QLD,Gender: Female
Cathrine Mahoney,Inspirational; Media; Motivational; Resilience; Storytelling,NSW (Sydney),Gender: Female
Cathy Freeman AC,Celebrity; Indigenous Speakers; Inspirational; Motivational; Sport,VIC (Melbourne),Gender: Female
Catriona Rowntree,Celebrity; Master of Ceremonies (MCs) & Hosts,VIC (Little River),Gender: Female
Celeste Barber,,NSW,Gender: Female
Celia Pacquola,Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness,VIC (Melbourne),Gender: Female
Chandler Comerford,"Business; Education; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational; People & Culture",WA (Perth),Gender: Male
Charles Brice,Diversity & Inclusion; Inspirational; Master of Ceremonies (MCs) & Hosts; Media; Resilience; Sport,SA (Adelaide),Gender: Male
Charles Marcus,Business; Motivational,International (Canada),Gender: Male
Charlie Bezzina,Authors; Politics & Law; Social Trends & Current Affairs,VIC (Melbourne),Gender: Male
Charlie King OAM,After Dinner Speakers; Celebrity; Indigenous Speakers; Inspirational; Master of Ceremonies (MCs) & Hosts; Social Trends & Current Affairs; Sport,NT (Darwin),Gender: Male
Charlie Pickering,Media; Politics & Law,VIC (Melbourne),Gender: Male
Charlie Ranger,Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Male
Charlotte Bellis,Master of Ceremonies (MCs) & Hosts; Media; Social Trends & Current Affairs; World Affairs,International; New Zealand (Auckland; Belgium),Gender: Female
Charlotte Middleton,"Celebrity; Health, Lifestyle & Wellbeing; Inspirational; Master of Ceremonies (MCs) & Hosts; Media; Mental Health & Wellness; Motivational",NSW,Gender: Female
Charmaine Keegan,Business; Leadership,NSW (Sydney),Gender: Female
Charmaine Smith,Leadership; Motivational; Resilience; Sport,New Zealand (Auckland),Gender: Female
Charmayne Thompson GAICD,"Business; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Leadership; Resilience",VIC (Melbourne),Gender: Female
Chelsea Pottenger,"Business; Health, Lifestyle & Wellbeing; Mental Health & Wellness; Resilience; Virtual",NSW (Sydney),Gender: Female
Cherylee Harris,Business; Celebrity; Master of Ceremonies (MCs) & Hosts; People & Culture,SA (Adelaide),Gender: Female
Chloe Esposito OAM,Inspirational; Leadership; Motivational; Sport,NSW,Gender: Female
Chloë McCardel,Inspirational; Leadership; Motivational; People & Culture; Sport; Virtual,VIC (Melbourne),Gender: Female
Chris & Courtney Murphy,Celebrity,WA (Perth),Gender: Male
Chris Anstey,Sport,VIC (Melbourne),Gender: Male
Chris Blowes,Diversity & Inclusion; Inspirational; Mental Health & Wellness; Motivational; Resilience; Sport,SA (Adelaide),Gender: Male
Chris Brown,Authors; Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Chris Bunton,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Resilience; Sport",NSW (Sydney),Gender: Male
Chris Gardner,"Business; Health, Lifestyle & Wellbeing; Inspirational; Motivational",International (USA),Gender: Male
Chris Hadfield,Adventurers; After Dinner Speakers; Inspirational; Leadership; Military; Motivational; Virtual,International (Canada; Toronto),Gender: Male
Chris Helder,"Business; Health, Lifestyle & Wellbeing; Motivational; People & Culture; Virtual",QLD (Noosa; Sunshine Coast),Gender: Male
Chris Huet,Business; Creativity & Innovation; Leadership; Military; People & Culture; Storytelling,ACT (Canberra),Gender: Male
Chris Keogh,Master of Ceremonies (MCs) & Hosts,VIC,Gender: Female
Chris Lemons,Inspirational; Leadership; Motivational; Resilience; Storytelling,International (France),Gender: Male
Chris Parker,Master of Ceremonies (MCs) & Hosts,New Zealand (Auckland),Gender: Male
Chris Parsons,Inspirational; Master of Ceremonies (MCs) & Hosts; Media,QLD (Gold Coast),Gender: Male
Chris Radburn,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Chris Richardson,"Economy & Finance; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Chris Robb,Business; Creativity & Innovation; Leadership; Resilience,International (Asia; Bali; Denpasar; Indonesia),Gender: Male
Chris Ryan,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Chris Smoje,Business,WA,Gender: Male
Chris Taylor,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Christian 'Boo' Boucousis CSP,Business; Leadership; Military; Sport,International (Salt Lake City; Sydney),Gender: Male
Christian Chua,Business; Education; Inspirational; Motivational; Virtual,International (Asia; Singapore),Gender: Male
Christie Jenkins,"Business; Motivational; Sport; Technology, Future & Innovation",VIC (Melbourne),Gender: Female
Christina Morrissy,"Food & Wine; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Media; Storytelling",WA (Perth),Gender: Female
Christine Anu,Celebrity; Indigenous Speakers; Virtual,QLD (Rockhampton),Gender: Female
Christine Finnegan,"Business; Health, Lifestyle & Wellbeing; Leadership; Resilience; Sport; Storytelling",TAS (Hobart),Gender: Female
Christine Mudavanhu,Business; Diversity & Inclusion; Leadership; Master of Ceremonies (MCs) & Hosts; Storytelling,QLD (Brisbane),Gender: Female
"Christine Nixon AO, APM",Business; Diversity & Inclusion; Leadership; Politics & Law; Resilience; Virtual,VIC (Melbourne),Gender: Female
Christopher Voss,Business; Leadership; Politics & Law,International (USA),Gender: Male
Chyka Keebaugh,Business; Celebrity; Inspirational; Leadership,VIC (Melbourne),Gender: Female
Ciara Lancaster,Business; Leadership; Resilience; Team Building,NSW (Sydney),Gender: Female
Ciaran Gribbin,After Dinner Speakers; Inspirational; Motivational,NSW,Gender: Male
Cindy Pan,"Celebrity; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts",NSW,Gender: Female
Cindy Tien,Business; Inspirational; Leadership; Motivational; People & Culture,International (Singapore),Gender: Female
Cinzia Lee,"Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; Motivational; Resilience",WA (Perth),Gender: Female
Claire Fabb,Business; Leadership; People & Culture; Social Trends & Current Affairs,NSW,Gender: Female
Claire Hooper,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Female
Claire Thomas,Business; Diversity & Inclusion; Leadership,NSW (Sydney),Gender: Female
Claire Woodley,,VIC,Gender: Female
Clara Chorley,Business; Inspirational; Leadership; Motivational; Team Building,International (USA),Gender: Female
Clare Bowditch,Business; Creativity & Innovation; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness,VIC (Melbourne),Gender: Female
Clare Desira,"Business; Health, Lifestyle & Wellbeing; Leadership; Team Building",VIC (Melbourne),Gender: Female
Clare Feeney,Business; Creativity & Innovation; Economy & Finance; Environment & Climate Change; Sustainability,New Zealand (Auckland),Gender: Female
Clare Stephens,Mental Health & Wellness; Motivational; Social Media & Networking,NSW (Sydney),Gender: Female
Clifton Warren,Advertising & Marketing; Business; Master of Ceremonies (MCs) & Hosts,VIC,Gender: Male
Clint Paddison,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Male
Cody Simpson,Inspirational; Motivational; Sport,QLD (Gold Coast),Gender: Male
Coen Tan,Business; Mental Health & Wellness; Motivational; People & Culture; Storytelling,International (Asia; Singapore),Gender: Male
Col Cameron,Master of Ceremonies (MCs) & Hosts,VIC,Gender: Male
Colin James,Business; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; People & Culture; Virtual,VIC (Melbourne),Gender: Male
Colin Lane,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Male
Colleen Callander,Business; Leadership; People & Culture,VIC (Melbourne),Gender: Female
Conrad Humphreys,Adventurers; After Dinner Speakers; Business; Inspirational; Leadership; Motivational; People & Culture; Sport; Team Building,International (UK),Gender: Male
Corinne Ooms,"Adventurers; Food & Wine; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Mental Health & Wellness",TAS (Hobart),Gender: Female
Corrinne Armour,Inspirational; Leadership; People & Culture; Team Building,VIC (Melbourne),Gender: Female
Costa Georgiadis,"Celebrity; Education; Health, Lifestyle & Wellbeing; Sustainability",NSW (Sydney),Gender: Male
Courtney Krulis,"Health, Lifestyle & Wellbeing; Leadership; Motivational; Team Building",NSW (Sydney),Gender: Female
Courtney Roulston,Food & Wine,NSW (Coogee),Gender: Female
Courtney Ugle,Indigenous Speakers; Inspirational; Mental Health & Wellness; Motivational; Resilience,VIC (Melbourne),Gender: Female
Coxy,After Dinner Speakers; Master of Ceremonies (MCs) & Hosts; Storytelling,VIC,Gender: Male
Craig Bellamy,"Business; Health, Lifestyle & Wellbeing; Leadership; Sport; Team Building",VIC (Melbourne),Gender: Male
Craig Foster AM,Celebrity; Diversity & Inclusion; Leadership; Motivational; Sport; Team Building; Virtual,NSW (Sydney),Gender: Male
Craig Hamilton,"Business; Health, Lifestyle & Wellbeing; Mental Health & Wellness; People & Culture",NSW (Newcastle),Gender: Male
Craig Harper,"Business; Health, Lifestyle & Wellbeing; Motivational; People & Culture",VIC,Gender: Male
Craig Hollywood,Creativity & Innovation; Mental Health & Wellness; Motivational; People & Culture; Team Building,WA (Perth),Gender: Male
Craig Lovett,Business; Leadership,VIC,Gender: Male
Craig McRae,Leadership; Motivational; Resilience; Sport; Team Building,VIC (Melbourne),Gender: Male
Craig Quartermaine,Indigenous Speakers; Master of Ceremonies (MCs) & Hosts; Media,QLD (Brisbane),Gender: Male
Craig Reucassel,Celebrity; Environment & Climate Change; Sustainability,NSW (Sydney),Gender: Male
Crescendo,Team Building,NSW,
Curtis McGrath OAM,Motivational; Sport,QLD (Gold Coast),Gender: Male
Curtis Stone,Celebrity; Food & Wine,International (USA),Gender: Male
Cyndi  O'Meara,"Health, Lifestyle & Wellbeing",QLD,Gender: Female
Cynthia Morton,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; Politics & Law; Social Trends & Current Affairs",QLD,Gender: Female
Cynthia Zhai,Business; Leadership,International (Asia; Singapore),Gender: Female
Cyriel Kortleven,Business; Creativity & Innovation; Inspirational; Motivational,International (Belgium; Europe),Gender: Male
Daimien Patterson,Business; Leadership; Motivational,QLD (Brisbane),Gender: Male
Dalia Feldheim,"Advertising & Marketing; Business; Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Resilience",International (Asia; Singapore),Gender: Female
Damien Fleming,Celebrity; Motivational; Sport; Storytelling,VIC,Gender: Male
Damien Hardwick,"Business; Health, Lifestyle & Wellbeing; Leadership; Sport; Team Building",QLD (Gold Coast),Gender: Male
Damien Leith,Virtual,NSW,Gender: Male
Damien Power,Master of Ceremonies (MCs) & Hosts; Virtual,QLD (Brisbane),Gender: Male
Damien Thomlinson,Business; Diversity & Inclusion; Inspirational; Master of Ceremonies (MCs) & Hosts; Military; Motivational; People & Culture; Resilience; Social Trends & Current Affairs,NSW (Sydney),Gender: Male
Dan Collins,Business; Motivational; People & Culture; Sport,NSW (Sydney),Gender: Male
